,Category,Rating,Reviews,Type,Price,Content Rating,Android Ver,Update Days,Influence,Installs
2253,MEDICAL,4.6,92.0,1,79.99,Everyone,4,230.0,6.04784488054409,1000.0
2254,MEDICAL,4.5,199.0,1,11.99,Everyone,4,221.0,6.797382221500767,10000.0
2255,MEDICAL,4.4,1361.0,1,2.99,Everyone,4,201.0,8.697579543575682,50000.0
2256,MEDICAL,4.4,12.0,1,16.99,Everyone,4,737.0,3.966511190712216,1000.0
2257,MEDICAL,4.4,15.0,1,3.99,Everyone,4,186.0,4.189654742026425,1000.0
2258,MEDICAL,3.8,206.0,1,2.99,Everyone,4,284.0,6.662877235521921,10000.0
2259,MEDICAL,4.6,395.0,1,9.99,Everyone,5,202.0,7.504942068396171,1000.0
2260,MEDICAL,2.5,79.0,1,3.99,Everyone,V,424.0,5.285738584341177,1000.0
2261,MEDICAL,4.0,15.0,1,14.99,Everyone,4,186.0,4.0943445622221,1000.0
2262,MEDICAL,5.0,3.0,1,2.99,Everyone,4,289.0,2.70805020110221,100.0
2263,MEDICAL,4.3,35.0,1,3.99,Everyone,4,1523.0,5.01396308418893,5000.0
2264,MEDICAL,3.4,77.0,1,2.99,Everyone,4,656.0,5.5675808534758,5000.0
2266,MEDICAL,3.4,51.0,1,29.99,Everyone,4,1565.0,5.155601064346442,1000.0
2267,MEDICAL,4.3,214.0,1,2.99,Everyone,2,2264.0,6.824591037721368,10000.0
2268,MEDICAL,4.4,104.0,1,2.99,Teen,4,255.0,6.125995440065588,1000.0
2269,MEDICAL,4.4,8.0,1,12.99,Everyone,3,193.0,3.5610460826040513,100.0
2270,MEDICAL,4.2,45.0,1,4.99,Everyone,4,1265.0,5.241747015059643,1000.0
2271,MEDICAL,5.0,2.0,1,2.99,Everyone,4,1145.0,2.302585092994046,500.0
2272,MEDICAL,4.1,80.0,1,14.99,Everyone,3,1916.0,5.793013608384144,5000.0
2273,MEDICAL,3.9,10.0,1,5.99,Everyone,3,1349.0,3.6635616461296463,1000.0
2274,MEDICAL,4.6,156.0,1,3.49,Everyone,4,326.0,6.575912310744586,500.0
2275,MEDICAL,4.2,178.0,1,0.99,Everyone,4,196.0,6.616868075581408,1000.0
2276,MEDICAL,4.4,576.0,1,2.49,Everyone,V,547.0,7.837712201620107,5000.0
2277,MEDICAL,4.2,168.0,1,24.99,Everyone,4,541.0,6.559048504692582,10000.0
2278,MEDICAL,3.6,25.0,1,10.99,Everyone,2,787.0,4.499809670330265,1000.0
2279,MEDICAL,4.5,163.0,1,1.99,Everyone,1,1280.0,6.597827597583036,10000.0
2281,MEDICAL,4.7,25.0,1,4.99,Everyone,3,967.0,4.7664383335842135,1000.0
2282,MEDICAL,4.6,319.0,1,3.99,Everyone,V,334.0,7.2912474062798935,5000.0
2283,MEDICAL,4.5,133.0,1,2.99,Everyone,2,1646.0,6.394426524998027,10000.0
2284,MEDICAL,4.2,9.0,1,7.49,Everyone,4,507.0,3.632309102625542,1000.0
2285,MEDICAL,4.2,74.0,1,1.5,Everyone,2,1611.0,5.739149618493492,1000.0
2286,MEDICAL,4.3,3.0,1,2.99,Everyone,4,397.0,2.5572273113676265,100.0
2287,MEDICAL,4.4,4207.0,1,3.99,Everyone,V,2018.0,9.826109624514736,50000.0
2288,MEDICAL,4.1,12.0,1,1.99,Everyone,4,703.0,3.8958936234982624,1000.0
2289,MEDICAL,4.4,17.0,1,9.99,Everyone 10+,4,265.0,4.314817884980432,1000.0
2290,MEDICAL,4.6,358.0,1,3.99,Everyone,V,466.0,7.4065892898957495,5000.0
2291,MEDICAL,4.4,726.0,1,3.99,Everyone,V,335.0,8.069154555749012,5000.0
